id,repo_name,filename,line_number,column_number,issue_text,code,severity,confidence,cwe,found_by_count,all_sources,source,tool_issue_id,tool_test_name,combined_tool_ids,is_duplicate
704,shan18_Kart,shan18_Kart/src/marketing/utils.py,34,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"33     member_email = check_email(member_email).lower().encode()
34     m = hashlib.md5(member_email)
35     return m.hexdigest()",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
705,shaojianyong_wx_payment_agent,shaojianyong_wx_payment_agent/wx_pay/common/app_common.py,20,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"19     logging.debug('sign src: ' + src)
20     md5 = hashlib.md5()
21     md5.update(src.encode('utf8'))",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
706,shaojianyong_wx_payment_agent,shaojianyong_wx_payment_agent/wx_pay/payment/wx_order_query.py,25,0,Unverified SSL context detected. This will permit insecure connections without verifying SSL certificates. Use 'ssl.create_default_context' instead.,"
# https://www.python.org/dev/peps/pep-0476/
ssl._create_default_https_context = ssl._create_unverified_context

class WxOrderQuery(object):
",HIGH,MEDIUM,CWE-295: Improper Certificate Validation,2,dlint|semgrep,semgrep,python.lang.security.unverified-ssl-context.unverified-ssl-context,,semgrep:python.lang.security.unverified-ssl-context.unverified-ssl-context|dlint:DUO122,True
707,shaojianyong_wx_payment_agent,shaojianyong_wx_payment_agent/wx_pay/payment/wx_unified_order.py,25,0,Unverified SSL context detected. This will permit insecure connections without verifying SSL certificates. Use 'ssl.create_default_context' instead.,"
# https://www.python.org/dev/peps/pep-0476/
ssl._create_default_https_context = ssl._create_unverified_context

# 微信统一下单
",HIGH,MEDIUM,CWE-295: Improper Certificate Validation,2,dlint|semgrep,semgrep,python.lang.security.unverified-ssl-context.unverified-ssl-context,,semgrep:python.lang.security.unverified-ssl-context.unverified-ssl-context|dlint:DUO122,True
708,shaojianyong_wx_payment_agent,shaojianyong_wx_payment_agent/wx_pay/reconcile/wx_bill_download.py,25,0,Unverified SSL context detected. This will permit insecure connections without verifying SSL certificates. Use 'ssl.create_default_context' instead.,"
# https://www.python.org/dev/peps/pep-0476/
ssl._create_default_https_context = ssl._create_unverified_context

class WxBillDownload(object):
",HIGH,MEDIUM,CWE-295: Improper Certificate Validation,2,dlint|semgrep,semgrep,python.lang.security.unverified-ssl-context.unverified-ssl-context,,semgrep:python.lang.security.unverified-ssl-context.unverified-ssl-context|dlint:DUO122,True
709,shaojianyong_wx_payment_agent,shaojianyong_wx_payment_agent/wx_pay/refund/wx_refund_apply.py,26,0,Unverified SSL context detected. This will permit insecure connections without verifying SSL certificates. Use 'ssl.create_default_context' instead.,"
# https://www.python.org/dev/peps/pep-0476/
ssl._create_default_https_context = ssl._create_unverified_context

class WxRefundApply(object):
",HIGH,MEDIUM,CWE-295: Improper Certificate Validation,2,dlint|semgrep,semgrep,python.lang.security.unverified-ssl-context.unverified-ssl-context,,semgrep:python.lang.security.unverified-ssl-context.unverified-ssl-context|dlint:DUO122,True
710,shaojianyong_wx_payment_agent,shaojianyong_wx_payment_agent/wx_pay/refund/wx_refund_query.py,30,0,Unverified SSL context detected. This will permit insecure connections without verifying SSL certificates. Use 'ssl.create_default_context' instead.,"
# https://www.python.org/dev/peps/pep-0476/
ssl._create_default_https_context = ssl._create_unverified_context

class WxRefundQuery(object):
",HIGH,MEDIUM,CWE-295: Improper Certificate Validation,2,dlint|semgrep,semgrep,python.lang.security.unverified-ssl-context.unverified-ssl-context,,semgrep:python.lang.security.unverified-ssl-context.unverified-ssl-context|dlint:DUO122,True
717,spatialcurrent_geocrypt,spatialcurrent_geocrypt/geocrypt/core.py,133,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"132     if algorithm == ""md5"":
133         digest = hashlib.md5(text.encode(""utf-8"")).hexdigest()
134     elif algorithm == ""sha1"":",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
718,tandalf_ravepy,tandalf_ravepy/ravepy/resources/auth.py,34,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"33         #implementation details from official web api docs
34         hashedseckey = hashlib.md5(self.secret_key.encode(""utf-8"")).hexdigest()
35         hashedseckeylast12 = hashedseckey[-12:]",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
719,tandalf_ravepy,tandalf_ravepy/tests/unit/resources/test_auth.py,13,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"12     seckey = sample_auth_details.secret_key
13     hashedseckey = hashlib.md5(seckey.encode(""utf-8"")).hexdigest()
14     hashedseckeylast12 = hashedseckey[-12:]",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
720,ti-technology_django_miniprogram_api,ti-technology_django_miniprogram_api/miniprogram_api/wechat_process.py,107,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"106         sign = string_for_sign + settings.WECHAT_MINIPROGRAM_CONFIG[""WECHAT_PAY""]['KEY']
107         sign = str(hashlib.md5(sign.encode())).upper()
108         if transaction_id:",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
721,ti-technology_django_miniprogram_api,ti-technology_django_miniprogram_api/miniprogram_api/wechat_process.py,133,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"132         sign = string_for_sign + settings.WECHAT_MINIPROGRAM_CONFIG[""WECHAT_PAY""]['KEY']
133         sign = str(hashlib.md5(sign.encode())).upper()
134         payload = {",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
722,ti-technology_django_miniprogram_api,ti-technology_django_miniprogram_api/miniprogram_api/wechat_process.py,180,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"179     def getSign(self):
180         md5Obj = hashlib.md5()
181         md5Obj.update(self.keyValueString.encode(""utf-8""))",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
723,timgabets_pynblock,timgabets_pynblock/pynblock/tools.py,140,0,Use of insecure cipher Crypto.Cipher.DES.new. Replace with a known secure cipher such as AES.,"139     tsp = exp_date + service_code + b'000000000'
140     des_cipher = DES.new(B2raw(CVK[:16]))
141     des3_cipher = DES3.new(B2raw(CVK), DES3.MODE_ECB)",HIGH,HIGH,,2,bandit|semgrep,bandit,B304,blacklist,bandit:B304|semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,True
724,v0y_django-fortumo,v0y_django-fortumo/fortumo/utils.py,23,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"22 
23     return hashlib.md5(calculation_string.encode('utf-8')).hexdigest()
24",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
725,vericant_wechat_pay,vericant_wechat_pay/wechat_pay/__init__.py,121,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"120         signature_string = self._build_signature_string(params)
121         md5_hash = hashlib.md5(signature_string.encode('utf-8'))
122         return md5_hash.hexdigest().upper()",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
726,vertelab_odoo-commerce-pgw,vertelab_odoo-commerce-pgw/payment_payerse/models/payerse.py,196,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"195         """"""Generate and return an md5 cheksum.""""""
196         return hashlib.md5(self.payerse_key_1 + data + self.payerse_key_2).hexdigest()
197",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
727,wbond_oscrypto,wbond_oscrypto/oscrypto/asymmetric.py,444,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"443 
444         key = hashlib.md5(passphrase_bytes + iv[0:8]).digest()
445         while key_length > len(key):",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|bandit:B324|dlint:DUO130|dlint:DUO130,True
728,wbond_oscrypto,wbond_oscrypto/tests/test_trust_list.py,54,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"53             self.assertIsInstance(cert, x509.Certificate)
54             sha1 = hashlib.sha1(cert.dump()).digest()
55             message = None",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
729,willmurnane_store,willmurnane_store/apps/whoosh/codec/whoosh2.py,81,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"80 def md5_hash(key):
81     return int(md5(key).hexdigest(), 16) & 0xffffffff
82",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
730,willmurnane_store,willmurnane_store/apps/whoosh/filedb/filetables.py,60,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"59 def md5_hash(key):
60     return int(md5(key).hexdigest(), 16) & 0xffffffff
61",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
731,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/hashing.py,78,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"77     if type == 'hex':
78         result = hashlib.md5(message.encode()).hexdigest()
79",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
732,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/hashing.py,82,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"81     elif type == 'base64':
82         result = hashlib.md5(message.encode()).hexdigest()
83         result = base64.b64encode(bytes.fromhex(result))",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
733,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/symetric.py,204,0,Use of insecure cipher Crypto.Cipher.Blowfish.new. Replace with a known secure cipher such as AES.,"203     iv = Random.new().read(bs)
204     cipher = Blowfish.new(my_password, Blowfish.MODE_CBC, iv)
205     plen = bs - divmod(len(data), bs)[1]",HIGH,HIGH,,2,bandit|semgrep,bandit,B304,blacklist,bandit:B304|semgrep:python.pycryptodome.security.insecure-cipher-algorithm-blowfish.insecure-cipher-algorithm-blowfish,True
734,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/symetric.py,222,0,Use of insecure cipher Crypto.Cipher.Blowfish.new. Replace with a known secure cipher such as AES.,"221     iv = base64.b64decode(data)[:bs]
222     d = Blowfish.new(my_password, Blowfish.MODE_CBC, iv)
223     decypted = d.decrypt(msg)",HIGH,HIGH,,2,bandit|semgrep,bandit,B304,blacklist,bandit:B304|semgrep:python.pycryptodome.security.insecure-cipher-algorithm-blowfish.insecure-cipher-algorithm-blowfish,True
735,zookon_odoo12_payment,zookon_odoo12_payment/website_payment_weixin/models/util.py,28,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"27     s += ""&key={}"".format(key)
28     return hashlib.md5(s.encode(""utf-8"")).hexdigest().upper()
29",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
736,66ru_payback,66ru_payback/gateauth/models.py,14,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"13         a =  string.ascii_letters + string.digits
14         return ''.join([random.choice(a) for _ in xrange(count)])
15",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
737,Abhishesh123_paytmPaymentsGatewayIntegrations,Abhishesh123_paytmPaymentsGatewayIntegrations/payments/paytm/Checksum.py,64,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"63 def __id_generator__(size=6, chars=string.ascii_uppercase + string.digits + string.ascii_lowercase):
64     return ''.join(random.choice(chars) for _ in range(size))
65",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
738,AlvifSandana_xorencryption,AlvifSandana_xorencryption/tests/test_xor.py,29,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"28         """"""
29         return ''.join([chr(random.randint(65, 90)) for _ in range(length)])
30",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
739,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ciphers/public/el_gammal.py,76,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"75             if self.modulus is not None:
76                 self.k = random.randint(2,self.modulus-2)
77                 #print(""k: ""+str(self.k))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
740,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ciphers/public/rsa.py,39,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"38         while (e != 0 and eea(e, (self.p-1)*(self.q-1)).get(""gcd"") != 1):
39             e = random.randint(3, (p-1)*(q-1))
40         self.e = e",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
741,AustinAkerley_crypto,AustinAkerley_crypto/crypto/cryptanalysis/unit_test/test_bsgs.py,34,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"33             for j in range(1, 10):
34                 g = random.randint(2, prime-1)
35                 for i in range(1, 10):",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
742,AustinAkerley_crypto,AustinAkerley_crypto/crypto/cryptanalysis/unit_test/test_bsgs.py,36,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"35                 for i in range(1, 10):
36                     expected_x = random.randint(1, prime-1)
37                     h = fast_power(g, expected_x, prime)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
743,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ecc/ciphers/public/ecc_diffie_hellman.py,30,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"29             return None
30         self.private_key = random.randint(1, self.E.modulus)
31         print(""Your Private Key: "" + str(self.private_key))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
744,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ecc/ciphers/public/ecc_el_gammal.py,30,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"29             return None
30         self.private_key = random.randint(1, self.E.modulus)
31         print(""Your Private Key: "" + str(self.private_key))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
745,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ecc/ciphers/public/ecc_el_gammal.py,73,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"72 
73         k = random.randint(1, self.E.modulus)
74",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
746,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ecc/cryptanalysis/ecc_dlog_bsgs.py,25,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"24     for i in range(0, E.modulus):
25         ji = random.randint(1, E.modulus-1);
26         ki = random.randint(1, E.modulus-1);",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102,True
747,AustinAkerley_crypto,AustinAkerley_crypto/crypto/ecc/cryptanalysis/lenstras_algorithm.py,21,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"20     while d == n:
21         A = random.randint(1,n-1)
22         a = random.randint(1,n-1)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102|dlint:DUO102,True
748,AustinAkerley_crypto,AustinAkerley_crypto/crypto/signatures/rsa_sig.py,56,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"55         while (e != 0 and eea(e, (self.p-1)*(self.q-1)).get(""gcd"") != 1):
56             e = random.randint(3, (p-1)*(q-1))
57         self.e = e",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
749,AustinAkerley_crypto,AustinAkerley_crypto/crypto/src/mod_sqrt.py,37,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"36         e = s
37         z = random.randint(1,modulus-1)
38         while legendre_symbol(z, modulus) != -1: # z is a non-quadratic residue",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
750,AustinAkerley_crypto,AustinAkerley_crypto/crypto/src/mod_sqrt.py,39,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"38         while legendre_symbol(z, modulus) != -1: # z is a non-quadratic residue
39             z = random.randint(1,modulus-1)
40         c = fast_power(z, m, modulus)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
751,AustinAkerley_crypto,AustinAkerley_crypto/crypto/src/primality_test.py,23,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"22         for i in range(0, certainty):
23             a = random.randint(2, n-1)
24             if eea(a, n).get(""gcd"") != 1: return False",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
752,AustinAkerley_crypto,AustinAkerley_crypto/crypto/src/random_prime.py,20,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"19     max = int(max_int, 2)
20     rand = random.randint(1,max)
21     if rand % 2 == 0:",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
769,CavidRzayev_payment-az,CavidRzayev_payment-az/payment/azericard.py,40,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"39         convert = self.__dict__
40         irand = random.randint(1, 10000000)
41         nonce = substr(hashlib.md5(str(irand).encode('utf-8')).hexdigest(), 0, 16)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B324|dlint:DUO102|dlint:DUO130,True
770,CavidRzayev_payment-az,CavidRzayev_payment-az/payment/azericard.py,65,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"64         convert['TRTYPE'] = ""21"",
65         irand = random.randint(1, 10000000)
66         nonce = substr(hashlib.md5(str(irand).encode('utf-8')).hexdigest(), 0, 16)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
771,CavidRzayev_payment-az,CavidRzayev_payment-az/payment/azericard.py,107,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"106         convert['TRTYPE'] = '22'
107         irand = random.randint(1, 10000000)
108         nonce = substr(hashlib.md5(str(irand).encode('utf-8')).hexdigest(), 0, 16)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
772,ChanMo_django-payment-cn,ChanMo_django-payment-cn/payment/douyin.py,37,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"36 
37         return ''.join(random.choice(string.ascii_lowercase + string.digits) for _ in range(length))
38",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
773,ChanMo_django-payment-cn,ChanMo_django-payment-cn/payment/models.py,35,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"34         wxa = Wxa()
35         number = '{}{}'.format(number, random.randint(1000,9999)) # 随机数
36         data = {",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
774,ChanMo_django-payment-cn,ChanMo_django-payment-cn/payment/views.py,35,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"34     def _make_trade_no(self):
35         return datetime.datetime.now().strftime('%Y%m%d%H%M%S') + str(random.randrange(1000,9999))
36",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
775,City-of-Helsinki_respa,City-of-Helsinki_respa/kulkunen/models.py,196,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"195             min_delay = min(1 << self.installation_failures, 30 * 60)
196             retry_delay = random.randint(min_delay, 2 * min_delay)
197             self.install_at = timezone.now() + timedelta(seconds=retry_delay)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
776,City-of-Helsinki_respa,City-of-Helsinki_respa/kulkunen/models.py,225,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"224             min_delay = min(1 << self.removal_failures, 30 * 60)
225             retry_delay = random.randint(min_delay, 2 * min_delay)
226             self.remove_at = timezone.now() + timedelta(seconds=retry_delay)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
777,City-of-Helsinki_respa,City-of-Helsinki_respa/resources/tests/test_api.py,18,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"17     chars = string.ascii_letters + string.digits
18     return ''.join(random.choice(chars) for x in range(length))
19",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
778,City-of-Helsinki_respa,City-of-Helsinki_respa/users/admin.py,75,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"74     for user in queryset:
75         user.first_name = random.choice(first_names_list)
76         user.last_name = random.choice(last_names_list)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102,True
779,CryptoMathician_ctf-cryptolib,CryptoMathician_ctf-cryptolib/cryptolib/utils/primes/primetests.py,25,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"24     while k < rounds:
25         a = random.randint(2, n - 1)
26         if gcd(a, n) == 1:",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
780,Czechbol_mathcrypto,Czechbol_mathcrypto/mathcrypto/cryptography/primes.py,19,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"18         while not cls.is_probable_prime_fermat(prime):
19             prime = random.getrandbits(bit_length)
20         return prime",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
781,Czechbol_mathcrypto,Czechbol_mathcrypto/mathcrypto/cryptography/primes.py,93,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"92         for i in range(rounds):
93             testnum = random.randint(2, num - 1)
94             if pow(testnum, num - 1, num) != 1:",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
782,Fairwang_houtai,Fairwang_houtai/clpay/H5/clh5.py,42,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"41             # print  price
42             price=random.randint(50,100)
43             # 商户ID",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
783,Fairwang_houtai,Fairwang_houtai/zijinguiji/alipay_app001.py,56,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"55         for p in password:
56             t=random.randint(1,10)
57             time.sleep(t)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
784,Faisal-Manzer_django-paytm-checkout,Faisal-Manzer_django-paytm-checkout/paytm/Checksum.py,84,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"83 def __id_generator__(size=6, chars=string.ascii_uppercase + string.digits + string.ascii_lowercase):
84     return ''.join(random.choice(chars) for _ in range(size))
85",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
785,Gubbi_trackr,Gubbi_trackr/lib/mobile_numbers.py,145,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"144 def random_mobile_number():
145     selected = random.choice(groups)
146     fixed_part = re.sub(parts_re, '', selected)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
786,Gubbi_trackr,Gubbi_trackr/lib/mobile_numbers.py,151,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"150     for var_digit in var_digits:
151         digit = random.choice(var_digit)
152         if '-' in digit:",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
787,Gubbi_trackr,Gubbi_trackr/lib/mobile_numbers.py,154,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"153             start, end = digit.split('-')
154             digit = random.randint(int(start), int(end))
155         else:",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
788,Gubbi_trackr,Gubbi_trackr/lib/mobile_numbers.py,160,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"159 
160     return fixed_part + suffix + str(random.randint(100000, 999999))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
789,HRodriguez_svelib,HRodriguez_svelib/PloneVoteCryptoLib/plonevotecryptolib/KeyPair.py,64,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"63         
64         inner_private_key = random.randint(1, p - 2)
65",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
790,HRodriguez_svelib,HRodriguez_svelib/PloneVoteCryptoLib/plonevotecryptolib/Mixnet/CiphertextReencryptionInfo.py,167,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"166 			# Select a random integer r, 1 <= r <= p − 2
167 			r = random.randint(1, prime - 2)
168",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
791,HRodriguez_svelib,HRodriguez_svelib/PloneVoteCryptoLib/plonevotecryptolib/Threshold/Polynomial.py,129,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"128 		for i in range(0, degree + 1):
129 			coeff =  random.randint(1, modulus - 1)
130 			coefficients.append(coeff)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
792,HRodriguez_svelib,HRodriguez_svelib/PloneVoteCryptoLib/plonevotecryptolib/tests/unit/threshold/TestPolynomial.py,160,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"159         for i in range(0, 50):
160             x = random.randint(0, prime)
161             self.assertEqual(p(x), expected_value(x, coefficients))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
793,HandsomeHan515_python-wechat-pay,HandsomeHan515_python-wechat-pay/utils.py,10,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"9     for index in range(0, size):
10         result.append(random.choice(charsets))
11     return """".join(result)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
794,IntuitDeveloper_PythonPaymentSampleApp,IntuitDeveloper_PythonPaymentSampleApp/sampleAppOAuth2/services.py,175,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"174 def getRandomString(length, allowed_chars='abcdefghijklmnopqrstuvwxyz' 'ABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789'):
175     return ''.join(random.choice(allowed_chars) for i in range(length))
176",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
795,JJChiDguez_sibc,JJChiDguez_sibc/sibc/bsidh/precompute_parameters.py,138,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"137 
138     k = random.randint(0, p)
139     R = Ladder3pt(k, S, T, ST, algo.curve.field(6))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
796,JJChiDguez_sibc,JJChiDguez_sibc/sibc/bsidh/precompute_parameters.py,247,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"246 
247         k = random.randint(0, p)
248         R = Ladder3pt(k, S, T, ST, algo.curve.field(6))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
