id,repo_name,filename,line_number,column_number,issue_text,code,severity,confidence,cwe,found_by_count,all_sources,source,tool_issue_id,tool_test_name,combined_tool_ids,is_duplicate
3160,raiden-network_raiden,raiden-network_raiden/tools/debugging/matrix/check_federation_status.py,95,5,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
1077,fsiwi-hka_coffeesale,fsiwi-hka_coffeesale/screensaverWindow.py,72,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"71         offset = 25
72         self.ui.frame.setGeometry(random.randint(0-offset, self.width() - self.ui.frame.width()+offset), random.randint(0-offset, self.height() - self.ui.frame.height()+offset), self.ui.frame.width(), self.ui.frame.height()) 
73",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102,True
3297,Doug-Richardson_Combined-Cryptography-,Doug-Richardson_Combined-Cryptography-/Cryptogrophy_Combined_Richardson.py,222,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"221     def MakeEncrypt(p,q):
222         x = q*rand.randint(7,50)+rand.randint(1,1000)#some number about the size of q
223         k = 0#k is a flag, it is 1 when we found a number that is relativly prime to the encryption key AND the decryption key",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311|bandit:B311,False
1711,zookon_odoo12_payment,zookon_odoo12_payment/website_payment_weixin/models/util.py,51,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"50     chars = string.ascii_uppercase + string.digits
51     return ''.join(random.choice(chars) for _ in range(32))
52",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3279,AntonKueltz_fastecdsa,AntonKueltz_fastecdsa/tests/test_prime_field_curve_math.py,223,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"222         S = Point(subgroup[1][0], subgroup[1][1], curve=W25519)
223         m = randint(1, S.curve.q - 1)
224",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
791,HRodriguez_svelib,HRodriguez_svelib/PloneVoteCryptoLib/plonevotecryptolib/Threshold/Polynomial.py,129,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"128 		for i in range(0, degree + 1):
129 			coeff =  random.randint(1, modulus - 1)
130 			coefficients.append(coeff)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3183,ronf_asyncssh,ronf_asyncssh/asyncssh/crypto/misc.py,44,30,"insecure ""cryptography"" attribute use",,HIGH,,,1,dlint,dlint,DUO134,,dlint:DUO134|dlint:DUO134,False
704,shan18_Kart,shan18_Kart/src/marketing/utils.py,34,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"33     member_email = check_email(member_email).lower().encode()
34     m = hashlib.md5(member_email)
35     return m.hexdigest()",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
267,ronf_asyncssh,ronf_asyncssh/asyncssh/config.py,576,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"575         conn_info = ''.join((local_host, host, port, user))
576         conn_hash = sha1(conn_info.encode('utf-8')).hexdigest()
577",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
899,SFTtech_abrechnung,SFTtech_abrechnung/tools/generate_dummy_data.py,78,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"77         )
78         shares = random.choices(account_ids, k=n_involved)
79         clearing_shares = {k: 1.0 for k in shares}",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
2047,SYSchel_SberbankPaymentOrder,SYSchel_SberbankPaymentOrder/sber.py,29,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133,False
1355,openlabs_payment-gateway-authorize-net,openlabs_payment-gateway-authorize-net/tests/test_transaction.py,368,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"367                     'gateway': self.auth_net_gateway.id,
368                     'amount': random.randint(6, 10),
369                 }])",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3023,monero-ecosystem_monero-python,monero-ecosystem_monero-python/tests/test_transaction.py,189,13,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
914,SergeyBel_cryptofield,SergeyBel_cryptofield/cryptofield/ffield/genericmatrix.py,787,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"786           m[r,colToKill] = 0.0
787       b = [random.random() for x in range(s)]
788       x = m.Solve(b)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1886,sahilchadha1991_cryptoExamples,sahilchadha1991_cryptoExamples/assym.py,9,0,DSA key sizes below 2048 bits are considered breakable. ,"8 
9 private_key1 = dsa.generate_private_key(key_size=1024,
10                                         backend=default_backend())
11",MEDIUM,HIGH,,2,bandit|semgrep,bandit,B505,weak_cryptographic_key,bandit:B505|semgrep:python.cryptography.security.insufficient-dsa-key-size.insufficient-dsa-key-size,True
1350,openlabs_payment-gateway-authorize-net,openlabs_payment-gateway-authorize-net/tests/test_transaction.py,210,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"209             expiry_month='04',
210             expiry_year=str(random.randint(2016, 2020)),
211             csc=str(random.randint(100, 555)),",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|bandit:B311|dlint:DUO102|dlint:DUO102,True
3310,HarryR_solcrypto,HarryR_solcrypto/pysolcrypto/borromean.py,57,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"56     ring = [sbmul(s) for s in secrets]
57     i = randint(0, m[i] - 1)
58     rings.append(ring)",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
2448,chasrickarby_three_crypto,chasrickarby_three_crypto/three_crypto.py,4,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133|dlint:DUO133,False
1287,makerspace_internal,makerspace_internal/database/generate/common.py,48,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"47 def chance(chance):
48     return random.random() < chance
49",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
2013,PengZhenfeng_Goods-Payment-System-Base-On-YoloV3,PengZhenfeng_Goods-Payment-System-Base-On-YoloV3/YOLOv3_TensorFlow-master/utils/plot_utils.py,10,5,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
1644,teamsempo_SempoBlockchain,teamsempo_SempoBlockchain/app/server/utils/mock_data.py,205,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"204             while not found_a_sender:
205                 sender_user, sender_behavior = random.choice(users_by_location[sender_loc])
206",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
306,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,677,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","676                                                       cryptography.hazmat.primitives.asymmetric.padding.OAEP(
677                                                           mgf = cryptography.hazmat.primitives.asymmetric.padding.MGF1(algorithm = hashes.SHA1()),
678                                                           algorithm = hashes.SHA1(),",MEDIUM,HIGH,,3,bandit|dlint|semgrep,bandit,B303,blacklist,bandit:B303|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO134,True
3252,tezos-reward-distributor-organization_tezos-reward-distributor,tezos-reward-distributor-organization_tezos-reward-distributor/src/plugins/email.py,83,42,"insecure ""ssl"" module attribute use",,HIGH,,,1,dlint,dlint,DUO122,,dlint:DUO122,False
303,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/hashing.py,118,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"117     elif type == 'base64':
118         result = hashlib.sha1(message.encode()).hexdigest()
119         result = base64.b64encode(bytes.fromhex(result))",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
1687,vcatalano_py-authorize,vcatalano_py-authorize/tests/test_live_transaction.py,391,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"390         transaction = FULL_CARD_NOT_PRESENT_TRANSACTION.copy()
391         amount = random.randrange(100, 100000) / 100.0
392         transaction['amount'] = amount",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3266,wildcardcorp_samson,wildcardcorp_samson/samson/utilities/general.py,336,0,Unverified SSL context detected. This will permit insecure connections without verifying SSL certificates. Use 'ssl.create_default_context' instead.,"        bytes/dict: Certificate (possibly decoded).
    """"""
    context = ssl._create_unverified_context()
    context.check_hostname = False

",HIGH,MEDIUM,CWE-295: Improper Certificate Validation,1,semgrep,semgrep,python.lang.security.unverified-ssl-context.unverified-ssl-context,,semgrep:python.lang.security.unverified-ssl-context.unverified-ssl-context,False
1509,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate_regression.py,285,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"284     """"""
285     pseudo_random_generator = random.Random()
286",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1102,gramedia-digital-nusantara_midtranspay,gramedia-digital-nusantara_midtranspay/tests/request_address_tests.py,116,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"115         bad_long_city = ''.join(
116             random.choice(string.ascii_letters) for _ in range(21))
117",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
11,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,464,0,Use of insecure cipher cryptography.hazmat.primitives.ciphers.algorithms.Blowfish. Replace with a known secure cipher such as AES.,"463 
464             blowfish = Cipher(algorithms.Blowfish(key), modes.CBC(IV), default_backend())
465             blowfishEncryptor = blowfish.encryptor()",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B304,blacklist,bandit:B304|semgrep:python.cryptography.security.insecure-cipher-algorithms-blowfish.insecure-cipher-algorithm-blowfish|dlint:DUO134,True
3592,ashutosh1206_Crypton,ashutosh1206_Crypton/Block-Cipher/Attack-CBC-Padding-Oracle/Challenges/Secret-Server/secretserver.py,73,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"                send_msg(str(time.time()))
            elif msg.startswith('get-sha1'):
                send_msg(SHA.new(msg[8:]).digest())
            elif msg.startswith('get-sha256'):
                send_msg(SHA256.new(msg[10:]).digest())
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,,semgrep:python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,False
1685,vcatalano_py-authorize,vcatalano_py-authorize/tests/test_live_transaction.py,376,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"375         transaction = FULL_CARD_PRESENT_TRANSACTION.copy()
376         transaction['amount'] = random.randrange(100, 100000) / 100.0
377         result = Transaction.sale(transaction)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
346,City-of-Helsinki_respa,City-of-Helsinki_respa/respa_exchange/ews/objs.py,78,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"77         """"""
78         return hashlib.md5(self.id.encode(""utf8"")).hexdigest()",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
1645,teamsempo_SempoBlockchain,teamsempo_SempoBlockchain/app/server/utils/mock_data.py,211,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"210 
211                     spend_amount = math.floor(Decimal(random.random()) * sender_balance * 100) / 100
212",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3393,gramedia-digital-nusantara_midtranspay,gramedia-digital-nusantara_midtranspay/tests/validators_basic_tests.py,33,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"32         # generate a fake dictionary to use as keyword args
33         kwargs = fake.pydict(randint(5, 10))
34",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311,False
1652,teamsempo_SempoBlockchain,teamsempo_SempoBlockchain/app/test_app/helpers/mocks.py,42,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"41 
42         time.sleep(random.random())
43         return MockBlockchainTasker.get_blockchain_task()",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1413,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/channel_state/test_channel_deposit.py,64,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"63         block_hash=block_hash,
64         pseudo_random_generator=random.Random(),
65     )",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1477,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/transfer/mediated_transfer/test_mediatorstate.py,401,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"400     payee_secret_known = (""payee_secret_revealed"", ""payee_contract_unlock"", ""payee_balance_proof"")
401     pseudo_random_generator = random.Random()
402",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
2455,daedalus_minerva_all_poc,daedalus_minerva_all_poc/tester/reader/test.py,48,5,"insecure use of ""random"" module, prefer ""random.SystemRandom""",,HIGH,,,1,dlint,dlint,DUO102,,dlint:DUO102,False
3454,ANRGUSC_SDPP,ANRGUSC_SDPP/buyer.py,127,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","    :return: True/False
    """"""
    hash = MD5.new(message).digest()
    return seller_public_key.verify(hash, signature)

",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
318,mgrabovsky_cryptoverif-py-lib,mgrabovsky_cryptoverif-py-lib/crypto.py,112,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","111     ciphertext = public_key.encrypt(message, padding.OAEP(
112             padding.MGF1(hashes.SHA1()),
113             hashes.SHA1(),",MEDIUM,HIGH,,3,bandit|dlint|semgrep,bandit,B303,blacklist,bandit:B303|bandit:B303|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO134|dlint:DUO134,True
3271,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/symetric.py,3,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133|dlint:DUO133,False
314,jamch21_CryptoEngine,jamch21_CryptoEngine/Main/app/cryptoGen.py,163,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","162     #Encrypt the plaintext provided with the loaded public key.
163     ciphertext=public_key.encrypt(message,padding.OAEP(mgf=padding.MGF1(algorithm=hashes.SHA1()),
164                                                 algorithm=hashes.SHA1(),",MEDIUM,HIGH,,3,bandit|dlint|semgrep,bandit,B303,blacklist,bandit:B303|bandit:B303|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO134|dlint:DUO134,True
300,wbond_oscrypto,wbond_oscrypto/oscrypto/_win/trust_list.py,85,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"84             data = bytes_from_buffer(context.pbCertEncoded, int(context.cbCertEncoded))
85             digest = hashlib.sha1(data).digest()
86             if digest in processed:",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
3973,balanced_BalBot,balanced_BalBot/app.py,70,0,"Detected a request using 'http://'. This request will be unencrypted, and attackers could listen into traffic on the network and be able to obtain sensitive information. Use 'https://' instead.",,INFO,HIGH,,1,semgrep,semgrep,python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,request-with-http,semgrep:python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,False
993,btclib-org_btclib,btclib-org_btclib/tests/ecc/test_sign_to_contract.py,38,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"37 
38             nonce = 1 + random.randrange(ec.n - 1)
39             dsa_sig, R = dsa_commit_sign(commit_msg, msg, prv_key, nonce, ec, hf)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
795,JJChiDguez_sibc,JJChiDguez_sibc/sibc/bsidh/precompute_parameters.py,138,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"137 
138     k = random.randint(0, p)
139     R = Ladder3pt(k, S, T, ST, algo.curve.field(6))",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1220,kunalgupta777_pycryptokg,kunalgupta777_pycryptokg/pycryptokg/asymmetric_crypto.py,131,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"130         ## now select a random integer q such that q > sum(super_sequence)
131         q = random.randint(sum(super_sequence)+1, 2*sum(super_sequence))
132",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1707,wbond_oscrypto,wbond_oscrypto/oscrypto/_win/asymmetric.py,1116,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"1115     for _ in range(k):
1116         a = random.randrange(2, n - 1)
1117         x = pow(a, s, n)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
2453,codenerix_django-codenerix-payments,codenerix_django-codenerix-payments/codenerix_payments/models.py,43,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133,False
3974,say2memohitverma_PaymentApi,say2memohitverma_PaymentApi/testing_code.py,29,0,"Detected a request using 'http://'. This request will be unencrypted, and attackers could listen into traffic on the network and be able to obtain sensitive information. Use 'https://' instead.",,INFO,HIGH,,1,semgrep,semgrep,python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,request-with-http,semgrep:python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,False
733,yazidbouallagui_cyptobox,yazidbouallagui_cyptobox/symetric.py,204,0,Use of insecure cipher Crypto.Cipher.Blowfish.new. Replace with a known secure cipher such as AES.,"203     iv = Random.new().read(bs)
204     cipher = Blowfish.new(my_password, Blowfish.MODE_CBC, iv)
205     plen = bs - divmod(len(data), bs)[1]",HIGH,HIGH,,2,bandit|semgrep,bandit,B304,blacklist,bandit:B304|semgrep:python.pycryptodome.security.insecure-cipher-algorithm-blowfish.insecure-cipher-algorithm-blowfish,True
3256,tinydeltas_edcrypto,tinydeltas_edcrypto/edecc/elgamal.py,2,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133,False
1155,ivansarno_EllipticCurvesLibrary,ivansarno_EllipticCurvesLibrary/tests/ecdsa_test.py,64,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"63     public = private.public_key
64     message = bytearray(random.randrange(1, 10000000))
65     signature = private.sign(message, utility.generator)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
922,Sidhant341_contactless-payment-system,Sidhant341_contactless-payment-system/tensorflow_yolo/yolov3/dataset.py,186,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"185             tx = random.uniform(-(max_l_trans - 1), (max_r_trans - 1))
186             ty = random.uniform(-(max_u_trans - 1), (max_d_trans - 1))
187",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3258,tinydeltas_edcrypto,tinydeltas_edcrypto/edecc/utils.py,6,1,"use of ""Crypto"" module is insecure",,HIGH,,,1,dlint,dlint,DUO133,,dlint:DUO133,False
996,codeadict_alignetpy,codeadict_alignetpy/alignetpy/alignetpy.py,172,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"171         """"""
172         return ''.join(random.choice(string.digits + string.letters) for _ in range(16))
173",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1549,reablaz_atomic_tipbot,reablaz_atomic_tipbot/tipman.py,524,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"523         userdata = mongo.users.find_one({""platform"": 'telegram', ""user"": userid})
524         voucher = ''.join(random.choices(string.ascii_uppercase + string.digits, k=8))
525         voucher_data = {",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
1447,raiden-network_raiden,raiden-network_raiden/raiden/tests/unit/test_node_queue.py,66,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"65 def test_withdraw_request_message_cleanup(chain_id, token_network_state):
66     pseudo_random_generator = random.Random()
67     block_number = 10",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3025,mozilla_solitude,mozilla_solitude/lib/bango/client.py,198,0,"Call to requests with verify=False disabling SSL certificate checks, security issue.","197                         headers=self.get_headers(request.url, request.headers),
198                         verify=False)
199         if response.status_code in FATAL_PROXY_STATUS_CODES:
200             msg = ('Proxy returned: %s from: %s' %
201                    (response.status_code, request.url))
202             log.error(msg)",HIGH,HIGH,,1,bandit,bandit,B501,request_with_no_cert_validation,bandit:B501,False
141,intelligenia_django-virtual-pos,intelligenia_django-virtual-pos/djangovirtualpos/models.py,981,0,Use of weak SHA1 hash for security. Consider usedforsecurity=False,"980         dlprint(""FIRMA {0}"".format(signature))
981         return hashlib.sha1(signature).hexdigest()
982",HIGH,HIGH,,3,bandit|dlint|semgrep,bandit,B324,hashlib,bandit:B324|semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO130,True
717,spatialcurrent_geocrypt,spatialcurrent_geocrypt/geocrypt/core.py,133,0,Use of weak MD5 hash for security. Consider usedforsecurity=False,"132     if algorithm == ""md5"":
133         digest = hashlib.md5(text.encode(""utf-8"")).hexdigest()
134     elif algorithm == ""sha1"":",HIGH,HIGH,,2,bandit|dlint,bandit,B324,hashlib,bandit:B324|dlint:DUO130,True
1691,vcatalano_py-authorize,vcatalano_py-authorize/tests/test_live_transaction.py,448,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"447         transaction = FULL_CARD_NOT_PRESENT_TRANSACTION.copy()
448         transaction['amount'] = random.randrange(100, 100000) / 100.0
449         result = Transaction.auth(transaction)",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3975,johnjosephhorton_TurkAdmin,johnjosephhorton_TurkAdmin/gae_upload/boto/connection.py,316,0,"The HTTPSConnection API has changed frequently with minor releases of Python. Ensure you are using the API for your version of Python securely. For example, Python 3 versions prior to 3.4.3 will not verify SSL certificates by default. See https://docs.python.org/3/library/http.client.html#http.clien",,WARNING,HIGH,,1,semgrep,semgrep,python.lang.security.audit.httpsconnection-detected.httpsconnection-detected,httpsconnection-detected,semgrep:python.lang.security.audit.httpsconnection-detected.httpsconnection-detected,False
3425,pkdone_PaymentsWriteReadConcerns,pkdone_PaymentsWriteReadConcerns/payments-records-loader.py,87,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"86         try:
87             doc_id = f'{randint(0, processor_count-1)}_{randint(0, records_per_process-1)}'
88",LOW,HIGH,,1,bandit,bandit,B311,blacklist,bandit:B311|bandit:B311,False
323,mgrabovsky_cryptoverif-py-lib,mgrabovsky_cryptoverif-py-lib/wlskout/crypto.py,112,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","111     ciphertext = public_key.encrypt(message, padding.OAEP(
112             padding.MGF1(hashes.SHA1()),
113             hashes.SHA1(),",MEDIUM,HIGH,,3,bandit|dlint|semgrep,bandit,B303,blacklist,bandit:B303|bandit:B303|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO134|dlint:DUO134,True
3976,OpenMined_PySyft,OpenMined_PySyft/packages/syft/src/syft/client/client.py,285,0,"Detected a request using 'http://'. This request will be unencrypted, and attackers could listen into traffic on the network and be able to obtain sensitive information. Use 'https://' instead.",,INFO,HIGH,,1,semgrep,semgrep,python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,request-with-http,semgrep:python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,False
308,Whompithian_css527-project3,Whompithian_css527-project3/algo.py,306,0,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.","305     pad = asymmetric.padding.OAEP(
306                         mgf=asymmetric.padding.MGF1(algorithm=hashes.SHA1()),
307                         algorithm=hashes.SHA1(),",MEDIUM,HIGH,,3,bandit|dlint|semgrep,bandit,B303,blacklist,bandit:B303|bandit:B303|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|dlint:DUO134|dlint:DUO134,True
2979,knovichikhin_pyemv,knovichikhin_pyemv/pyemv/mac.py,88,0,Use of insecure cipher cryptography.hazmat.primitives.ciphers.algorithms.TripleDES. Replace with a known secure cipher such as AES.,"87     cipher1 = _Cipher(
88         _algorithms.TripleDES(key1),
89         _modes.CBC(b""\x00\x00\x00\x00\x00\x00\x00\x00""),",HIGH,HIGH,,1,bandit,bandit,B304,blacklist,bandit:B304,False
916,Sidhant341_contactless-payment-system,Sidhant341_contactless-payment-system/tensorflow_yolo/yolov3/dataset.py,146,0,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"145     def random_horizontal_flip(self, image, bboxes):
146         if random.random() < 0.5:
147             _, w, _ = image.shape",LOW,HIGH,,2,bandit|dlint,bandit,B311,blacklist,bandit:B311|dlint:DUO102,True
3977,JASchilz_pystrike,JASchilz_pystrike/pystrike/charge.py,101,0,"The HTTPSConnection API has changed frequently with minor releases of Python. Ensure you are using the API for your version of Python securely. For example, Python 3 versions prior to 3.4.3 will not verify SSL certificates by default. See https://docs.python.org/3/library/http.client.html#http.clien",,WARNING,HIGH,,1,semgrep,semgrep,python.lang.security.audit.httpsconnection-detected.httpsconnection-detected,httpsconnection-detected,semgrep:python.lang.security.audit.httpsconnection-detected.httpsconnection-detected,False
